business_id,name,address,city,state,postal_code,latitude,longitude,phone_number,postal_code_5
19,NRGIZE LIFESTYLE CAFE,"1200 VAN NESS AVE, 3RD FLOOR",San Francisco,CA,94109,37.786848,-122.421547,+14157763262,94109
24,OMNI S.F. HOTEL - 2ND FLOOR PANTRY,"500 CALIFORNIA ST, 2ND  FLOOR",San Francisco,CA,94104,37.792888,-122.403135,+14156779494,94104
31,NORMAN'S ICE CREAM AND FREEZES,2801 LEAVENWORTH ST ,San Francisco,CA,94133,37.807155,-122.419004,,94133
45,CHARLIE'S DELI CAFE,3202 FOLSOM ST ,San Francisco,CA,94110,37.747114,-122.413641,+14156415051,94110
48,ART'S CAFE,747 IRVING ST ,San Francisco,CA,94122,37.764013,-122.465749,+14156657440,94122
54,RHODA GOLDMAN PLAZA,2180 POST ST ,San Francisco,CA,94115,37.784626,-122.437734,+14153455060,94115
56,CAFE X + O,1799 CHURCH ST ,San Francisco,CA,94131,37.742325,-122.426476,+14158263535,94131
58,OASIS GRILL,91 DRUMM ST ,San Francisco,CA,94111,37.794483,-122.396584,+14158341942,94111
61,CHOWDERS,PIER 39  SPACE A3,San Francisco,CA,94133,37.808240000000005,-122.41018899999999,+14153914737,94133
66,STARBUCKS COFFEE,1800 IRVING ST ,San Francisco,CA,94122,37.763578,-122.477461,+14152427970,94122
67,REVOLUTION CAFE,3248 22ND ST ,San Francisco,CA,94110,37.755419,-122.41954199999999,+14156420474,94110
73,DINO'S UNCLE VITO,2101 FILLMORE ST ,San Francisco,CA,94115,37.788932,-122.43389499999999,+14159224700,94115
76,OMNI S.F. HOTEL - 3RD FLOOR PANTRY,"500 CALIFORNIA ST, 3RD FLOOR",San Francisco,CA,94104,37.792888,-122.403135,+14156779494,94104
77,OMNI S.F. HOTEL - EMPLOYEE CAFETERIA,"500 CALIFORNIA ST, BASEMENT",San Francisco,CA,94104,37.792888,-122.403135,+14156779494,94104
80,LAW SCHOOL CAFE,2199 FULTON ST ,San Francisco,CA,94117,37.774941,-122.452797,+14154222268,94117
81,CLUB ED/BON APPETIT,2350 TURK ST ,San Francisco,CA,94117,37.778468,-122.44848400000001,+14154225849,94117
88,J.B.'S PLACE,1435 17TH ST ,San Francisco,CA,94107,37.765003,-122.39808400000001,+14155848446,94107
95,VEGA,419 CORTLAND AVE ,San Francisco,CA,94110,37.739207,-122.417447,+14152856000,94110
98,XOX TRUFFLES,754 COLUMBUS AVE ,San Francisco,CA,94133,37.801665,-122.412104,+14154214814,94133
99,J & M A-1 CAFE RESTAURANT LLC,779 CLAY ST ,San Francisco,CA,94108,37.794292999999996,-122.40596699999999,+14156057219,94108
101,CABLE CAR CORNER,1099 POWELL ST ,San Francisco,CA,94108,37.794615,-122.409705,+14153625925,94108
102,AKIKO'S SUSHI BAR,542A MASON ST ,San Francisco,CA,94102,37.788484000000004,-122.410045,+14159898218,94102
108,RUE LEPIC,900 PINE ST,San Francisco,CA,94108,37.790867999999996,-122.410854,+14154746070,94108
116,THE WATERFRONT RESTAURANT,PIER 7 EMBARCADERO,San Francisco,CA,94111,37.793874,-122.396464,+14153912696,94111
121,AKIKOS SUSHI,431 BUSH ST ,San Francisco,CA,94108,37.790642999999996,-122.404676,+14153973218,94108
125,CENTERFOLDS,391 BROADWAY ST ,San Francisco,CA,94133,37.798233,-122.40363700000002,+14158340662,94133
134,MINT,400 MCALLISTER ST,San Francisco,CA,94102,37.780246999999996,-122.418974,+14155515942,94102
140,CAFE MADELEINE,300 CALIFORNIA ST ,San Francisco,CA,94104,37.793268,-122.400323,+14153623332,94104
141,AFC SUSHI @ MOLLIE STONE'S 2,2435 CALIFORNIA ST ,San Francisco,CA,94115,37.788773,-122.434697,+14155674902,94115
146,DEJA VU PIZZA & PASTA,3227 16TH ST ,San Francisco,CA,94103,37.764713,-122.42470900000001,+14152551600,94103
151,BUS STOP PIZZA #1,256 DIVISADERO ST ,San Francisco,CA,94117,37.771487,-122.43704699999999,+14156269119,94117
155,CAFE COLE,609 COLE ST ,San Francisco,CA,94117,37.769303,-122.450724,+14156687771,94117
164,LADLE & LEAF,"50 POST ST, 3RD FLOOR",San Francisco,CA,94104,37.789064,-122.40286100000002,+14155663871,94104
180,NENAS RESTAURANT,3459 MISSION ST ,San Francisco,CA,94110,37.74146,-122.42248400000001,+14152858985,94110
184,RADIO HABANA,1109 VALENCIA ST,San Francisco,CA,94110,37.755124,-122.42091599999999,+14158247659,94110
187,TAZA WRAPS & JUICE,"750 FONT, BLDG B BLVD ",San Francisco,CA,94132,37.723054,-122.48361200000001,+14153774525,94132
190,COURTYARD BY MARRIOTT-STAFF KITCHEN,299 02ND ST ,San Francisco,CA,94105,37.785614,-122.396693,+14159470700,94105
192,ARLEQUIN,384 B HAYES ST ,San Francisco,CA,94102,37.777014,-122.42234499999999,+14158642693,94102
194,BAYSIDE COFFEE SHOP,2011 BAYSHORE BLVD ,San Francisco,CA,94134,37.715126,-122.398901,+14154672023,94134
198,SUBWAY,3801 03RD ST 310,San Francisco,CA,94124,37.741828999999996,-122.388098,+14158244721,94124
200,JIM'S SMOKE SHOP,600 20TH ST ,San Francisco,CA,94107,37.760568,-122.387772,+14156266750,94107
208,CONSTANS GROCERY,4124 03RD ST ,San Francisco,CA,94124,37.739961,-122.389003,+14158244281,94124
216,SORABOL,101 SPEAR ST A12,San Francisco,CA,94105,37.792577,-122.393992,+14158965959,94105
217,PROGRESSIVE GROUNDS,400 CORTLAND AVE ,San Francisco,CA,94110,37.739143,-122.417653,+14158318616,94110
226,GRUMPY'S AMERICAN PUB,125 VALLEJO ST ,San Francisco,CA,94111,37.799594,-122.400586,+14154343350,94111
231,CAFFE PUCCINI,411 COLUMBUS AVE ,San Francisco,CA,94133,37.799087,-122.40848799999999,+14159897033,94133
236,GELATO CLASSICO ITALIAN ICE,576 UNION ST ,San Francisco,CA,94133,37.800543,-122.40878400000001,+14153916667,94133
239,JUST WONTON,1241 VICENTE ST ,San Francisco,CA,94116,37.739063,-122.48040900000001,+14156812999,94116
240,MIKI RESTAURANT,3639 BALBOA ST ,San Francisco,CA,94121,37.775663,-122.497949,+14153870874,94121
247,TOY BOAT DESSERT CAFE,401 CLEMENT ST ,San Francisco,CA,94118,37.782953000000006,-122.46351000000001,+14157517505,94118
251,BEANERY INC.,602 IRVING ST ,San Francisco,CA,94122,37.764148,-122.46439099999999,+14156611090,94122
253,ANN'S DONUT COFFEE SHOP,4488 MISSION ST ,San Francisco,CA,94112,37.725949,-122.43390600000001,+14153341761,94112
256,MARCHE CLUB OF S.F.,4346 MISSION ST ,San Francisco,CA,94112,37.727983,-122.432101,+14152189355,94112
268,LOS HERMANOS,2026 CHESTNUT ST ,San Francisco,CA,94123,37.800767,-122.436924,+14159215790,94123
272,ON THE BRIDGE,1581 WEBSTER ST #206,San Francisco,CA,94115,37.785227,-122.431472,+14159227765,94115
273,HAI SUN RESTAURANT,3137 LAGUNA ST ,San Francisco,CA,94123,37.800133,-122.43106399999999,+14153464792,94123
275,BEN & JERRY'S,170 O'FARRELL ST BASEMENT,San Francisco,CA,94102,37.786547999999996,-122.40731299999999,+14152494686,94102
276,CORSAGNA,1668 UNION ST ,San Francisco,CA,94123,37.79826,-122.426748,+14157750527,94123
279,INGA DONUTS,1026 HYDE ST ,San Francisco,CA,94109,37.790347,-122.417227,+14157719611,94109
281,PARMA RESTAURANT,3314 STEINER ST ,San Francisco,CA,94123,37.799807,-122.437649,+14155670500,94123
283,HAI KY MI GIA,707 ELLIS ST ,San Francisco,CA,94109,37.784193,-122.41796699999999,+14157712577,94109
286,PUNJAB KABAB HOUSE,101 EDDY ST ,San Francisco,CA,94102,37.784303,-122.40964699999999,+14154477497,94102
290,BISTRO AIX,3340 STEINER ST ,San Francisco,CA,94123,37.800187,-122.43775600000001,+14152020100,94123
298,BAMBOO RESTAURANT,1441 POLK ST ,San Francisco,CA,94109,37.790134,-122.420634,+14157753679,94109
299,YUKOL PLACE THAI CUISINE,2380 LOMBARD ST ,San Francisco,CA,94123,37.799287,-122.440624,+14159221599,94123
300,SUBWAY,2001 VAN NESS AVE ,San Francisco,CA,94109,37.794134,-122.42323400000001,+14157769929,94109
302,MOULIN ROUGE,887 GEARY ST ,San Francisco,CA,94109,37.786084,-122.41788899999999,+14159280158,94109
305,PACIFIC CATCH,2027 CHESTNUT ST ,San Francisco,CA,94123,37.800763,-122.436536,+14154401950,94123
315,THE POSH BAGEL,495A CASTRO ST,San Francisco,CA,94114,37.760954,-122.43493500000001,+14155309770,94114
318,FIRST CUP,2911 VAN NESS AVE ,San Francisco,CA,94109,37.802454,-122.42485400000001,+14159222054,94109
320,NAPOLI PIZZA RESTAURANT,1045 POLK ST ,San Francisco,CA,94109,37.786545000000004,-122.419894,+14158852222,94109
323,WAYO,1407 VAN NESS AVE ,San Francisco,CA,94109,37.788609,-122.42213000000001,+14154748369,94109
326,TEN ICHI RESTAURANT,2235 FILLMORE ST ,San Francisco,CA,94115,37.790333000000004,-122.43414399999999,+14153463477,94115
328,MIYAKO,1470 FILLMORE ST,San Francisco,CA,94115,37.783017,-122.432584,+14159213592,94115
337,GORDO TAQUERIA #2,1239 09TH AVE ,San Francisco,CA,94122,37.758941,-122.48591,+14155666011,94122
379,GIANT SCOOP,2708 SAN BRUNO AVE ,San Francisco,CA,94134,37.727468,-122.403582,+14154675051,94134
384,RINCONSITO SALVADORENO,3829 MISSION ST ,San Francisco,CA,94110,37.73571,-122.42452800000001,+14152829114,94110
386,ADELITA'S CAKES,3780 MISSION ST ,San Francisco,CA,94110,37.736304,-122.42443200000001,+14158244584,94110
389,CAFE ELENA,1 MARKET ST ,San Francisco,CA,94105,37.794346999999995,-122.39493200000001,+14155438933,94105
393,SUPER STAR RESTAURANT,4919 MISSION ST B,San Francisco,CA,94112,37.719691999999995,-122.438575,+14155854360,94112
397,VIEW LOUNGE,55 04TH ST ,San Francisco,CA,94103,37.784964,-122.404752,+14158961600,94103
400,COW HOLLOW CATERING,3301 LYON ST ,San Francisco,CA,94123,37.801401,-122.44785700000001,,94123
403,HAAGEN-DAZS #561,865 MARKET ST ,San Francisco,CA,94103,37.784317,-122.40756299999998,+14158961550,94103
409,EL FARO,82 01ST ST ,San Francisco,CA,94105,37.788613,-122.39389399999999,+14152250487,94105
413,HOUSE OF HUNAN,2 TOWNSEND ST ,San Francisco,CA,94107,37.757923,-122.393914,+14158962638,94107
415,CAFE MADELEINE,43 O'FARRELL ST,San Francisco,CA,94108,37.786698,-122.405473,+14152919033,94108
420,BUSTER'S,366 COLUMBUS AVE ,San Francisco,CA,94133,37.798444,-122.407444,+14155761513,94133
421,CAFFE ROMA COFFEE ROASTING CO,526 COLUMBUS AVE ,San Francisco,CA,94133,37.799845,-122.409434,+14152967662,94133
422,MICHELANGELO CAFFE,579 COLUMBUS AVE ,San Francisco,CA,94133,37.800166,-122.41000600000001,+14159864058,94133
423,ORALE ORALE INC,113 SACRAMENTO ST ,San Francisco,CA,94111,37.794501000000004,-122.39716000000001,+14152919772,94111
424,CHATZ,301 ARKANSAS ST ,San Francisco,CA,94107,37.762334,-122.398416,+14153261575,94107
428,CAFFE AMBROSIA,14 TRINITY PL ,San Francisco,CA,94104,37.790109,-122.402597,+14153620538,94104
429,CALZONE'S,430 COLUMBUS AVE ,San Francisco,CA,94133,37.798965,-122.408204,+14153973600,94133
431,BOHEMIAN CIGAR STORE,566 COLUMBUS AVE ,San Francisco,CA,94133,37.800135,-122.40985400000001,+14153620536,94133
435,VIENI-VIENI,1431 STOCKTON ST ,San Francisco,CA,94133,37.798914,-122.40888500000001,+14153917633,94133
436,NORTH BEACH RESTAURANT,1512 STOCKTON ST ,San Francisco,CA,94133,37.799646,-122.40893899999999,+14153921700,94133
438,HAWAII WEST,729 VALLEJO ST ,San Francisco,CA,94133,37.798494,-122.40933700000001,+14153623220,94133
442,MY CANH RESTAURANT,626 BROADWAY ST ,San Francisco,CA,94133,37.797828,-122.407474,+14153978888,94133
443,THE STINKING ROSE,325 COLUMBUS AVE ,San Francisco,CA,94133,37.798306,-122.407327,+14159817673,94133
447,L'OSTERIA DEL FORNO,519 COLUMBUS AVE ,San Francisco,CA,94133,37.799837,-122.409517,+14159821124,94133
448,YUET LEE RESTAURANT,1300 STOCKTON ST ,San Francisco,CA,94133,37.797816999999995,-122.408597,+14159826020,94133
462,GARDEN OF EDEN,529 BROADWAY ST ,San Francisco,CA,94133,37.797933,-122.40601799999999,+14153972596,94133
463,SAM'S PIZZA,618 BROADWAY ST ,San Francisco,CA,94133,37.797828,-122.407444,+14153911539,94133
470,FRANCHINO,347 COLUMBUS AVE ,San Francisco,CA,94133,37.798427000000004,-122.40750700000001,+14159822157,94133
473,CAFFE GRECO,423 COLUMBUS AVE ,San Francisco,CA,94133,37.79886,-122.408204,+14153976262,94133
475,MARA'S,503 COLUMBUS AVE ,San Francisco,CA,94133,37.799501,-122.40908400000001,+14153979435,94133
477,IL POLLAIO,555 COLUMBUS AVE ,San Francisco,CA,94133,37.800036,-122.40981699999999,+14153627727,94133
479,RISTORANTE IDEALE,1309 GRANT AVE ,San Francisco,CA,94133,37.799003000000006,-122.407274,+14153914129,94133
480,MO'S GRILL,1322 GRANT AVE ,San Francisco,CA,94133,37.799058,-122.40721699999999,+14157883779,94133
483,MAYKADEH RESTAURANT,470 GREEN ST ,San Francisco,CA,94133,37.799758000000004,-122.407113,+14153628286,94133
484,COLUMBUS CAFE,562 GREEN ST ,San Francisco,CA,94133,37.799597999999996,-122.408394,+14155169576,94133
485,"SILVERHAT BAR, INC",678 GREEN ST ,San Francisco,CA,94133,37.799388,-122.410223,+14154214284,94133
486,TOMMASO,1042 KEARNY ST ,San Francisco,CA,94133,37.797398,-122.405322,+14153989696,94133
488,THE HOUSE,1230 GRANT AVE ,San Francisco,CA,94133,37.798519,-122.407071,+14159868612,94133
489,DOL-HO RESTAURANT,808 PACIFIC AVE ,San Francisco,CA,94133,37.796718,-122.40871399999999,+14153922828,94133
494,SAN FRANCISCO ATHLETIC CLUB,1630 STOCKTON ST ,San Francisco,CA,94133,37.800897,-122.40918899999998,+14157810165,94133
496,CAFFE TRIESTE,601 VALLEJO ST ,San Francisco,CA,94133,37.798744,-122.407408,+14159822605,94133
500,ROXANNE CAFE,570 POWELL ST,San Francisco,CA,94108,37.790003000000006,-122.40868799999998,+14159895555,94108
502,COURTYARD BY MARRIOTT-COFFEE SHOP,299 02ND ST ,San Francisco,CA,94105,37.785614,-122.396693,+14159470700,94105
505,QUICKLY,5301 MISSION ST ,San Francisco,CA,94112,37.714458,-122.44277,+14159391812,94112
507,VIKING'S GIANT SUB,2906 DIAMOND ST ,San Francisco,CA,94131,37.733449,-122.43424099999999,+14155865333,94131
509,CAFE BAKERY,1365 NORIEGA ST ,San Francisco,CA,94122,37.754090000000005,-122.478248,+14156616116,94122
510,DONUT TIME,2401 NORIEGA ST ,San Francisco,CA,94122,37.753633,-122.48953999999999,+14157538997,94122
519,SHERATON PALACE - EMP.  CAFETERIA,2 NEW MONTGOMERY ST ,San Francisco,CA,94105,37.788286,-122.40154299999999,+14155121111,94105
520,DAILY HEALTH,1235 09TH AVE ,San Francisco,CA,94122,37.758941,-122.48591,+14156817675,94122
522,BOUDIN SOURDOUGH BAKERY,3251 20TH AVE ,San Francisco,CA,94132,37.728497,-122.47563899999999,+14155641849,94132
527,MELISA'S CHINESE CUISINE,0450 BALBOA ST ,San Francisco,CA,94118,37.777291999999996,-122.46349599999999,+14153871680,94118
529,NIZARIO'S PIZZA,3840 GEARY BLVD ,San Francisco,CA,94118,37.781278,-122.46066100000002,+14157527777,94118
538,MARNEE THAI RESTAURANT,2225 IRVING ST ,San Francisco,CA,94122,37.763343,-122.48180900000001,+14156659500,94122
539,EL SALVADOR RESTAURANT,2278 MISSION ST ,San Francisco,CA,94110,37.760579,-122.41932,,94110
542,HAMBURGER HAVEN,800 CLEMENT ST ,San Francisco,CA,94118,37.782799,-122.46785200000001,+14153873260,94118
544,THAI TIME RESTAURANT,315 08TH AVE ,San Francisco,CA,94118,37.782534000000005,-122.46661499999999,+14153877992,94118
547,LITTLE HENRY'S,3600 BALBOA ST ,San Francisco,CA,94121,37.775728,-122.497522,+14153878761,94121
551,GORDO TAQUERIA #1,2252 CLEMENT ST ,San Francisco,CA,94121,37.782107,-122.483631,+14153874484,94121
552,LOI'S VIETNAMESE RESTAURANT,2228 IRVING ST ,San Francisco,CA,94122,37.763428000000005,-122.48173600000001,+14156615936,94122
557,KATIA'S,600 05TH AVE ,San Francisco,CA,94118,37.77721,-122.462874,+14156689292,94118
562,DESTINO RESTAURANT,1815 MARKET ST ,San Francisco,CA,94103,37.771437,-122.423892,+14156439016,94103
573,MUFFIN'S MUFFIN,123 02ND ST ,San Francisco,CA,94105,37.787755,-122.399372,+14158827355,94105
580,TACO LOS ALTOS,737 CORTLAND AVE ,San Francisco,CA,94110,37.738979,-122.414971,+14158210701,94110
587,NEW TSING TAO RESTAURANT,811 ULLOA ST ,San Francisco,CA,94127,37.740654,-122.46538899999999,+14155669559,94127
588,BURRITO EXPRESS,1601 TARAVAL ST ,San Francisco,CA,94116,37.742672999999996,-122.48333999999998,+14155668300,94116
589,WON TON HOUSE,1325 NORIEGA ST ,San Francisco,CA,94122,37.754106,-122.477841,+14157536688,94122
591,YOU SEE SUSHI,94 JUDAH ST ,San Francisco,CA,94122,37.762378000000005,-122.46269199999999,+14156814010,94122
606,TSING TAO RESTAURANT,3107 CLEMENT ST ,San Francisco,CA,94121,37.781624,-122.492609,+14153872344,94121
610,POMELO,92 JUDAH ST ,San Francisco,CA,94122,37.762378000000005,-122.46269199999999,+14157316175,94122
615,J & A RESTAURANT,5712 MISSION ST ,San Francisco,CA,94112,37.709857,-122.44970900000001,+14153376688,94112
619,A-1 BAKERY,1727 OCEAN AVE ,San Francisco,CA,94112,37.724824,-122.460726,+14155846923,94112
625,CALIFORNIA TENNIS CLUB,2455 BUSH ST ,San Francisco,CA,94115,37.786463,-122.437657,+14153463611,94115
627,EDDIES CAFE,800 DIVISADERO ST ,San Francisco,CA,94117,37.776897999999996,-122.438098,+14155639780,94117
628,EL BURRITO EXPRESS #2,1812 DIVISADERO ST ,San Francisco,CA,94115,37.786407000000004,-122.44005700000001,+14157764246,94115
631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE ST ,San Francisco,CA,94115,37.78332,-122.432647,+14157715583,94115
639,SWAN OYSTER DEPOT,1517 POLK ST ,San Francisco,CA,94109,37.790734,-122.42078300000001,+14156731101,94109
642,ANDERSEN BAKERY,1737 POST ST 304,San Francisco,CA,94115,37.785457,-122.43031699999999,+14155675712,94115
645,TAN-TAN,1825 POST ST #223,San Francisco,CA,94115,37.785274,-122.431918,+14153466260,94115
659,GOLDEN COFFEE,901 SUTTER ST ,San Francisco,CA,94109,37.788321999999994,-122.415218,+14159220537,94109
665,BRAZEN HEAD RESTAURANT,3166 BUCHANAN ST ,San Francisco,CA,94123,37.799217999999996,-122.43251699999999,+14159217600,94123
670,VIKINGS GIANT SUBMARINE SANDWICHES,1418 LOMBARD ST ,San Francisco,CA,94123,37.801334000000004,-122.42490500000001,+14156735619,94123
691,MARINA SUBMARINE,2299 UNION ST ,San Francisco,CA,94123,37.796893,-122.436847,,94123
695,BARBARY COAST PASTRY & COFFEE,55 CYRIL MAGNIN ST ,San Francisco,CA,94102,37.784965,-122.40861399999999,+14159893883,94102
703,THEM KY RESTAURANT,717 ELLIS ST ,San Francisco,CA,94109,37.784193,-122.41796699999999,+14154418525,94109
709,MONG THU COFFEE SHOP,248 HYDE ST,San Francisco,CA,94102,37.783041,-122.415719,+14159286724,94102
726,BEN WAH RESTAURANT,2786 CALIFORNIA ST ,San Francisco,CA,94115,37.788138000000004,-122.440174,+14159210188,94115
741,MOZZARELLA DI BUFALA PIZZERIA II,069 WEST PORTAL AVE ,San Francisco,CA,94127,37.740052,-122.466544,+14156618900,94127
744,CAFE BELLINI,865 MARKET ST C45,San Francisco,CA,94103,37.784317,-122.40756299999998,+14153481075,94103
754,EDUCATED PALATE,88 4TH ST.,San Francisco,CA,94103,37.784323,-122.404549,+14152676510,94103
758,BAKERY/ICE CREAM/STOREROOM,2 NEW MONTGOMERY ST ,San Francisco,CA,94105,37.788286,-122.40154299999999,+14155121111,94105
765,APERTO RESTAURANT,1434 18TH ST ,San Francisco,CA,94107,37.762568,-122.39719199999999,+14152521625,94107
768,MOSHI MOSHI,2092 03RD ST ,San Francisco,CA,94107,37.763187,-122.38889499999999,+14158618285,94107
773,MARIPOSA HUNTERS POINT YACHT CLUB,405 TERRY FRANCOIS BLVD ,San Francisco,CA,94107,37.77325,-122.387222,+14157869296,94107
774,BAY VIEW BOAT CLUB,429 TERRY FRANCOIS ST,San Francisco,CA,94107,37.772667,-122.387032,+14155647650,94107
782,MONTE CRISTO SOCIAL CLUB,136 MISSOURI ST ,San Francisco,CA,94107,37.764627000000004,-122.39676399999999,+14157730519,94107
786,PIPERADE,1015 BATTERY ST ,San Francisco,CA,94111,37.800674,-122.40148400000001,+14155430573,94111
792,BOUDIN BAKERY,PIER 39  FRONT,San Francisco,CA,94133,37.791924,-122.39858799999999,+14154210185,94133
795,BEN & JERRY'S,PIER 41,San Francisco,CA,94133,37.808494,-122.412,+14152494680,94133
798,SUSHI RAPTURE,1400 LEAVENWORTH ST ,San Francisco,CA,94109,37.793997,-122.41626699999999,+14153591388,94109
799,COURTYARD BY MARRIOTT AT FISHERMAN'S WHARF,580 BEACH ST ,San Francisco,CA,94133,37.806964,-122.41861999999999,+14157753800,94133
811,EDEN PLAZA CAFE,600 HARRISON ST ,San Francisco,CA,94107,37.783954,-122.395699,+14157774709,94107
816,B & J QUARTER POUNDER BURGERS,6202 03RD ST ,San Francisco,CA,94124,37.722374,-122.39584099999999,+14154674560,94124
821,LA SANTANECA,3781 MISSION ST ,San Francisco,CA,94110,,,+14156481034,94110
824,BABY'S EATERY AND PALABOK,4609 MISSION ST ,San Francisco,CA,94112,37.724579,-122.43487900000001,+14155850990,94112
826,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA ST ,San Francisco,CA,94121,37.784038,-122.481982,+14152217801,94121
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION ST ,San Francisco,CA,94112,37.721251,-122.437385,+14153375500,94112
830,LOS PLANES DE RENDEROS,12 PERSIA AVE,San Francisco,CA,94112,37.723078,-122.435966,+14155858645,94112
835,KAM PO KITCHEN,801 BROADWAY ST ,San Francisco,CA,94133,37.797222999999995,-122.410513,+14159823516,94133
840,MOLINARI DELICATESSEN,373 COLUMBUS AVE ,San Francisco,CA,94133,37.798556,-122.407707,,94133
845,CAFE JACQUELINE,1454 GRANT AVE ,San Francisco,CA,94133,37.800428000000004,-122.407517,+14159815565,94133
847,GOLDEN BOY PIZZA,542 GREEN ST ,San Francisco,CA,94133,37.799648,-122.408033,+14159829738,94133
852,NEW HOLLYWOOD BAKERY & RESTAURANT,652 PACIFIC AVE ,San Francisco,CA,94133,,,+14153979919,94133
854,FIRENZE BY NIGHT,1421 STOCKTON ST,San Francisco,CA,94133,37.798914,-122.40888500000001,+14153928585,94133
856,DELFINA RESTAURANT,3621 18TH ST ,San Francisco,CA,94110,37.761514,-122.424318,+14155524094,94110
874,PANCHO'S SALSA BAR & GRILL,1639 POLK ST ,San Francisco,CA,94109,37.792093,-122.421024,+14154742280,94109
876,"PATPONG THAI CUISINE, INC.",2415 CLEMENT ST ,San Francisco,CA,94121,37.781973,-122.48522,+14153799726,94121
880,DELICIOUS DIM SUM,752 JACKSON ST ,San Francisco,CA,94133,37.795974,-122.407574,+14157810721,94133
884,HOUSE OF NANKING,919 KEARNY ST ,San Francisco,CA,94133,37.796463,-122.405224,+14154211429,94133
886,LE PETIT CAFE,1 MARITIME PLAZA  ,San Francisco,CA,94111,37.795227000000004,-122.39913999999999,+14159518514,94111
891,LUCKY CREATION VEGETARIAN RESTAURANT LLC,854 WASHINGTON ST ,San Francisco,CA,94108,37.795078000000004,-122.40743300000001,+14159890818,94108
892,HAPPY DONUTS,100 BUSH ST #101,San Francisco,CA,94104,37.791348,-122.39983400000001,+14153986769,94104
902,MARCELLO'S PIZZA,420 CASTRO ST ,San Francisco,CA,94114,37.762057,-122.43514499999999,+14158633900,94114
903,SABRA RESTAURANT,419 GRANT AVE,San Francisco,CA,94108,37.790874,-122.405634,+14159823656,94108
905,WORKING GIRLS' CAFE',0259 KEARNY ST,San Francisco,CA,94108,37.790477,-122.40403300000001,+14153981390,94108
911,CAFE DOLCI,740 MARKET ST ,San Francisco,CA,94102,37.787153,-122.40414799999999,+14153929222,94102
917,TOWN & COUNTRY CLUB,218 STOCKTON ST,San Francisco,CA,94108,37.787927,-122.40660700000001,+14153624951,94108
919,"RITZ-CARLTON, SF -  P-37 RESTAURANT AND BAR",600 STOCKTON ST 4TH FLOOR,San Francisco,CA,94108,37.791757000000004,-122.407377,+14152967465,94108
920,RITZ-CARLTON SF - CLUB LOUNGE,600 STOCKTON ST 8TH FLOOR,San Francisco,CA,94108,37.791757000000004,-122.407377,+14152967465,94108
929,CAFE ETHIOPIA,0878 VALENCIA ST,San Francisco,CA,94110,37.758832,-122.42135900000001,+14153189097,94110
935,PEKING WOK RESTAURANT,4920 03RD ST ,San Francisco,CA,94124,37.733891,-122.39118300000001,+14158221818,94124
941,TWO JACKS SEAFOOD #2,984 GILMAN AVE ,San Francisco,CA,94124,37.718016,-122.38769599999999,+14158221770,94124
943,EL CASTILLITO TAQUERIA INC.,136 CHURCH ST ,San Francisco,CA,94114,37.768776,-122.42909499999999,+14156213428,94114
949,BUFFALO BURGERS RESTAURANT,5317-19 GEARY BLVD,San Francisco,CA,94121,37.780372,-122.476354,+14156681267,94121
950,IRVING PIZZA,1825 IRVING ST ,San Francisco,CA,94122,37.763513,-122.47764,,94122
951,KENTUCKY FRIED CHICKEN #50,1900 IRVING ST ,San Francisco,CA,94122,37.763528,-122.478362,+14155660365,94122
952,SHANGRILA VEGETARIAN REST,2026 IRVING ST ,San Francisco,CA,94122,37.763512,-122.47958,+14157312548,94122
961,JAVA BEACH CAFE,1396 LA PLAYA ST ,San Francisco,CA,94122,37.760416,-122.509106,+14156655282,94122
966,L'AVENIDA,511 IRVING ST ,San Francisco,CA,94122,37.764143,-122.463378,,94122
972,"MING TAI WUN TUN NOODLE, INC.",2455 NORIEGA ST ,San Francisco,CA,94122,37.753614,-122.490219,+14156817795,94122
984,VANIDA THAI KITCHEN,3050 TARAVAL ST ,San Francisco,CA,94116,37.742086,-122.49873799999999,+14155646766,94116
985,THE SUNSET'S BEST SEAFOOD RESTAURANT,3060 TARAVAL ST ,San Francisco,CA,94116,37.742048,-122.499002,+14155648398,94116
994,RAILROAD EXPRESSO CAFE,705 \ BLVD ,San Francisco,CA,94127,37.731513,-122.45133,+14153334009,94127
999,SERRANO'S PIZZA II,3274 21ST ST ,San Francisco,CA,94110,37.756997,-122.420534,+14156951615,94110
1000,HEUNG YUEN RESTAURANT,3279 22ND ST ,San Francisco,CA,94110,37.755282,-122.420493,+14156482666,94110
1002,BIG MOUTH BURGERS,3392 24TH ST ,San Francisco,CA,94110,37.752158,-122.42036200000001,+14158214821,94110
1003,RINCON PERUANO RESTAURANT,3364 26TH ST ,San Francisco,CA,94110,37.749128000000006,-122.417402,+14158947712,94110
1005,CHAVITA'S MEXICAN RESTAURANT,3006 MISSION ST,San Francisco,CA,94110,37.748855,-122.41813400000001,+14152856927,94110
1008,VALENCIA PIZZA & PASTA,801 VALENCIA ST ,San Francisco,CA,94110,37.759944,-122.421356,+14156421882,94110
1018,PETES BARBEQUE,2399 MISSION ST ,San Francisco,CA,94110,37.758684,-122.418975,+14158261009,94110
